gene_name,gene_id,n_exons,total_count
ENSG00000276754,ENSG00000276754,1,106
ENSG00000266803,ENSG00000266803,2,106
ENSG00000266744,ENSG00000266744,3,106
ZBTB7C-AS2,ENSG00000280197,1,106
MIR8078,ENSG00000277521,1,106
SDAD1P2,ENSG00000230750,1,106
ENSG00000274507,ENSG00000274507,1,106
ENSG00000296463,ENSG00000296463,4,106
ENSG00000307697,ENSG00000307697,2,106
ENSG00000303713,ENSG00000303713,2,106
IGLVIVOR22-1,ENSG00000271138,2,106
JTBP1,ENSG00000233603,1,106
FAM230F,ENSG00000276095,29,106
DNMT3L-AS1,ENSG00000232010,2,106
ENSG00000296604,ENSG00000296604,2,106
RPEP3,ENSG00000230833,1,105
MIR6734,ENSG00000283836,1,105
COX7BP4,ENSG00000233114,1,105
PHB1P3,ENSG00000228121,1,105
ENSG00000298690,ENSG00000298690,4,105
ENSG00000225315,ENSG00000225315,36,105
SPATA17-AS1,ENSG00000234070,12,105
ENSG00000212455,ENSG00000212455,1,105
RNU6-1132P,ENSG00000239108,1,105
ENSG00000287847,ENSG00000287847,2,105
ENSG00000277997,ENSG00000277997,2,105
ENSG00000240521,ENSG00000240521,5,105
ENSG00000279017,ENSG00000279017,1,105
RPL21P40,ENSG00000235670,1,105
ENSG00000249828,ENSG00000249828,1,105
TKTL2,ENSG00000151005,1,105
TRIM75,ENSG00000250374,2,105
ENSG00000272885,ENSG00000272885,1,105
ERVH-1,ENSG00000251292,4,105
RNA5SP194,ENSG00000201532,1,105
ENSG00000250088,ENSG00000250088,1,105
OOEP,ENSG00000203907,7,105
WBP1LP8,ENSG00000273640,1,105
ENSG00000260273,ENSG00000260273,1,105
ENSG00000307801,ENSG00000307801,3,105
MIR25,ENSG00000207547,1,105
ENSG00000224785,ENSG00000224785,1,105
FLJ40288,ENSG00000183470,8,105
ENSG00000303343,ENSG00000303343,1,105
PRKX-AS1,ENSG00000236188,3,105
TMEM230P1,ENSG00000225728,1,105
ENSG00000274024,ENSG00000274024,2,105
ENSG00000289570,ENSG00000289570,21,105
MAGEA9B,ENSG00000267978,13,105
ENSG00000253383,ENSG00000253383,1,105
ENSG00000254396,ENSG00000254396,2,105
RNU4ATAC11P,ENSG00000251748,1,105
ENSG00000295649,ENSG00000295649,2,105
ENSG00000232211,ENSG00000232211,19,105
RNU4-39P,ENSG00000199325,1,105
ENSG00000294993,ENSG00000294993,2,105
RN7SKP219,ENSG00000252634,1,105
RN7SKP238,ENSG00000252292,1,105
MED28P1,ENSG00000214875,1,105
ENSG00000270434,ENSG00000270434,1,105
ENSG00000308509,ENSG00000308509,2,105
RPL7AP74,ENSG00000255991,2,105
RPL27P12,ENSG00000239215,1,105
ENSG00000274797,ENSG00000274797,1,105
ENSG00000290003,ENSG00000290003,1,105
ENSG00000298358,ENSG00000298358,2,105
ENSG00000301366,ENSG00000301366,4,105
ENSG00000309487,ENSG00000309487,34,105
LINC02375,ENSG00000256362,23,105
ZDHHC4P1,ENSG00000238025,1,105
ENSG00000270680,ENSG00000270680,1,105
ENSG00000277545,ENSG00000277545,1,105
MYO16-AS2,ENSG00000229938,2,105
ENSG00000307392,ENSG00000307392,4,105
MIR127,ENSG00000207608,1,105
SNORD114-23,ENSG00000200406,1,105
OR4M2-OT1,ENSG00000285472,7,105
ENSG00000274995,ENSG00000274995,1,105
ENSG00000306205,ENSG00000306205,1,105
ENSG00000310091,ENSG00000310091,2,105
ENSG00000261245,ENSG00000261245,2,105
ENSG00000270734,ENSG00000270734,1,105
CASP16P,ENSG00000228146,11,105
hsa-mir-423,ENSG00000266919,1,105
MIR423,ENSG00000283935,1,105
SLFN14,ENSG00000236320,8,105
PRR11-AS1,ENSG00000265415,2,105
ENSG00000310151,ENSG00000310151,5,105
ENSG00000280098,ENSG00000280098,1,105
ENSG00000294476,ENSG00000294476,7,105
ENSG00000306057,ENSG00000306057,1,105
ENSG00000279676,ENSG00000279676,1,105
ENSG00000307752,ENSG00000307752,1,105
ENSG00000309847,ENSG00000309847,4,105
ENSG00000307518,ENSG00000307518,2,105
LINC01644,ENSG00000218357,17,105
ENSG00000307221,ENSG00000307221,10,105
ENSG00000309455,ENSG00000309455,2,105
DNAJB6P6,ENSG00000234247,1,104
MFSD14A-AS1,ENSG00000241073,2,104
ENSG00000287797,ENSG00000287797,2,104
MIR921,ENSG00000215952,1,104
CALR4P,ENSG00000227742,7,104
ENSG00000278908,ENSG00000278908,1,104
RPEP5,ENSG00000234732,1,104
SNORA41,ENSG00000207406,1,104
RNA5SP120,ENSG00000222832,1,104
SNORD53B,ENSG00000265706,1,104
LINC01614,ENSG00000230838,8,104
ENSG00000226886,ENSG00000226886,1,104
HNRNPA1P22,ENSG00000236459,1,104
EEF1A1P23,ENSG00000236297,1,104
ENSG00000297793,ENSG00000297793,2,104
ENSG00000299775,ENSG00000299775,2,104
ENSG00000294607,ENSG00000294607,5,104
MTCO3P39,ENSG00000268736,1,104
ENSG00000250726,ENSG00000250726,1,104
ENSG00000269949,ENSG00000269949,1,104
ENSG00000295738,ENSG00000295738,3,104
ENSG00000304259,ENSG00000304259,5,104
CLUHP4,ENSG00000249003,12,104
ENSG00000270989,ENSG00000270989,1,104
THOC3-AS1,ENSG00000250801,14,104
GUSBP7,ENSG00000274455,5,104
ENSG00000243648,ENSG00000243648,1,104
NEPNP,ENSG00000218233,2,104
ENSG00000238019,ENSG00000238019,2,104
ENSG00000229896,ENSG00000229896,5,104
ERVH-3,ENSG00000227706,29,104
ENSG00000218631,ENSG00000218631,1,104
PXT1,ENSG00000179165,5,104
ENSG00000274594,ENSG00000274594,1,104
SLC17A4,ENSG00000146039,47,104
ENSG00000226509,ENSG00000226509,1,104
ENSG00000296818,ENSG00000296818,10,104
ENSG00000302181,ENSG00000302181,3,104
ENSG00000227397,ENSG00000227397,1,104
FAM9C,ENSG00000187268,17,104
ENSG00000288783,ENSG00000288783,1,104
P2RY10,ENSG00000078589,10,104
NDUFA5P2,ENSG00000253454,1,104
SNRPCP6,ENSG00000254683,1,104
RPL7L1P18,ENSG00000253114,1,104
ENSG00000307833,ENSG00000307833,3,104
ENSG00000234451,ENSG00000234451,1,104
ENSG00000293823,ENSG00000293823,6,104
ENSG00000296315,ENSG00000296315,6,104
ENSG00000298893,ENSG00000298893,2,104
ENSG00000306336,ENSG00000306336,2,104
CFAP77,ENSG00000188523,12,104
RN7SL786P,ENSG00000263993,1,104
OR5AO1P,ENSG00000272676,1,104
OR52A1,ENSG00000182070,2,104
RN7SL12P,ENSG00000239553,1,104
MIR4489,ENSG00000265874,1,104
ENSG00000255060,ENSG00000255060,2,104
OR2AT2P,ENSG00000234611,1,104
ENSG00000279818,ENSG00000279818,1,104
LINC02548,ENSG00000255411,20,104
ENSG00000298165,ENSG00000298165,1,104
ENSG00000307368,ENSG00000307368,6,104
ENSG00000294126,ENSG00000294126,4,104
ENSG00000272912,ENSG00000272912,1,104
ENSG00000215409,ENSG00000215409,6,104
ENSG00000274560,ENSG00000274560,1,104
ENSG00000257489,ENSG00000257489,2,104
ENSG00000303381,ENSG00000303381,19,104
LINC00452,ENSG00000229373,16,104
ENSG00000295607,ENSG00000295607,3,104
ENSG00000283629,ENSG00000283629,2,104
ENSG00000259015,ENSG00000259015,2,104
ENSG00000281113,ENSG00000281113,2,104
ENSG00000259700,ENSG00000259700,5,104
ENSG00000301872,ENSG00000301872,2,104
ENSG00000274678,ENSG00000274678,1,104
RPS26P52,ENSG00000242307,1,104
RN7SL274P,ENSG00000242430,1,104
OR1D5,ENSG00000262628,1,104
ENSG00000264486,ENSG00000264486,2,104
SNORD91B,ENSG00000275084,1,104
SCGB1C2,ENSG00000268320,3,104
OR7A17,ENSG00000185385,4,104
ENSG00000297875,ENSG00000297875,5,104
ENSG00000305962,ENSG00000305962,2,104
LINC01859,ENSG00000261558,33,104
ENSG00000306715,ENSG00000306715,6,104
ENSG00000293718,ENSG00000293718,2,104
ENSG00000298068,ENSG00000298068,3,104
ENSG00000299016,ENSG00000299016,2,104
ENSG00000234915,ENSG00000234915,2,103
BANF1P4,ENSG00000223828,1,103
ENSG00000212624,ENSG00000212624,1,103
MIR5584,ENSG00000263381,1,103
ENSG00000229635,ENSG00000229635,1,103
ENSG00000285268,ENSG00000285268,1,103
ENSG00000271527,ENSG00000271527,1,103
ENSG00000307703,ENSG00000307703,5,103
RN7SKP43,ENSG00000251982,1,103
ENSG00000287867,ENSG00000287867,3,103
VDAC2P4,ENSG00000234682,1,103
ENSG00000272183,ENSG00000272183,1,103
RGPD4-AS1,ENSG00000230651,21,103
ENSG00000298991,ENSG00000298991,9,103
ENSG00000301149,ENSG00000301149,2,103
PDE11A-AS1,ENSG00000229941,12,103
ENSG00000306952,ENSG00000306952,2,103
ENSG00000288667,ENSG00000288667,2,103
ITGB5-AS1,ENSG00000244286,2,103
RPL31P22,ENSG00000227433,1,103
RNU6ATAC24P,ENSG00000252620,1,103
MIR6825,ENSG00000275067,1,103
ENSG00000298555,ENSG00000298555,7,103
ENSG00000298601,ENSG00000298601,31,103
ENSG00000306873,ENSG00000306873,3,103
ARHGEF3-AS1,ENSG00000240198,7,103
RNU6-367P,ENSG00000252980,1,103
ENSG00000309219,ENSG00000309219,3,103
ENSG00000302000,ENSG00000302000,1,103
ENSG00000284636,ENSG00000284636,1,103
ENSG00000276945,ENSG00000276945,1,103
ENSG00000304320,ENSG00000304320,1,103
LGSN,ENSG00000146166,12,103
LARP1P1,ENSG00000217159,1,103
ENSG00000286674,ENSG00000286674,11,103
ENSG00000307919,ENSG00000307919,6,103
ENSG00000309723,ENSG00000309723,3,103
ENSG00000304365,ENSG00000304365,1,103
ENSG00000253746,ENSG00000253746,2,103
ENSG00000254051,ENSG00000254051,1,103
ENSG00000260640,ENSG00000260640,1,103
ENSG00000254182,ENSG00000254182,2,103
TNFRSF10B-AS1,ENSG00000246130,5,103
ENSG00000305179,ENSG00000305179,4,103
FAM74A3,ENSG00000274355,7,103
ENSG00000302716,ENSG00000302716,2,103
ENSG00000304091,ENSG00000304091,2,103
ENSG00000306290,ENSG00000306290,2,103
ENSG00000254924,ENSG00000254924,1,103
ENSG00000294068,ENSG00000294068,2,103
ENSG00000296777,ENSG00000296777,2,103
ENSG00000279502,ENSG00000279502,1,103
ENSG00000225913,ENSG00000225913,24,103
MIR26A2,ENSG00000207789,1,103
ENSG00000257456,ENSG00000257456,3,103
ENSG00000301992,ENSG00000301992,4,103
ENSG00000302456,ENSG00000302456,2,103
ENSG00000307651,ENSG00000307651,23,103
SNORD114-25,ENSG00000200612,1,103
SSBP3P5,ENSG00000257846,1,103
LIPC-AS1,ENSG00000259293,3,103
ENSG00000276651,ENSG00000276651,1,103
ENSG00000293003,ENSG00000293003,7,103
ENSG00000303696,ENSG00000303696,2,103
ENSG00000306727,ENSG00000306727,7,103
ENSG00000310459,ENSG00000310459,3,103
PPIAP50,ENSG00000261330,1,103
ENSG00000273724,ENSG00000273724,2,103
ENSG00000279757,ENSG00000279757,1,103
ENSG00000298290,ENSG00000298290,1,103
SMG6-IT1,ENSG00000278941,1,103
ENSG00000266839,ENSG00000266839,1,103
SNORA21B,ENSG00000252699,1,103
MIR6867,ENSG00000274621,1,103
ENSG00000266155,ENSG00000266155,2,103
ENSG00000306455,ENSG00000306455,5,103
ENSG00000287509,ENSG00000287509,1,103
RNU6-39P,ENSG00000207072,1,103
LRRC37A7P,ENSG00000265158,2,103
ENSG00000309072,ENSG00000309072,1,103
SLC25A36P1,ENSG00000267781,1,103
ENSG00000269736,ENSG00000269736,1,103
ENSG00000279599,ENSG00000279599,1,103
ENSG00000307208,ENSG00000307208,5,103
ENSG00000307842,ENSG00000307842,4,103
ENSG00000310062,ENSG00000310062,2,103
ENSG00000300750,ENSG00000300750,6,103
ENSG00000268375,ENSG00000268375,2,103
RIPK4,ENSG00000183421,12,103
ENSG00000238390,ENSG00000238390,1,103
ENSG00000306081,ENSG00000306081,13,103
TMEM78,ENSG00000177800,1,102
ENSG00000297391,ENSG00000297391,16,102
ENSG00000301843,ENSG00000301843,18,102
ENSG00000301989,ENSG00000301989,4,102
ENSG00000307860,ENSG00000307860,4,102
ENSG00000309640,ENSG00000309640,5,102
KRT18P19,ENSG00000213601,1,102
ENSG00000284902,ENSG00000284902,1,102
RN7SL455P,ENSG00000264047,1,102
ENSG00000295440,ENSG00000295440,20,102
ENSG00000300542,ENSG00000300542,7,102
ENSG00000303770,ENSG00000303770,45,102
VPS51P10,ENSG00000249869,1,102
OR7E55P,ENSG00000230655,1,102
HNRNPA1P24,ENSG00000241947,1,102
RPL6P12,ENSG00000214671,1,102
ENSG00000301423,ENSG00000301423,5,102
MAST4-IT1,ENSG00000249057,1,102
ENSG00000272347,ENSG00000272347,1,102
SHISAL2B,ENSG00000145642,13,102
WBP1LP4,ENSG00000251035,1,102
ENSG00000299327,ENSG00000299327,8,102
ENSG00000299670,ENSG00000299670,2,102
ENSG00000300625,ENSG00000300625,6,102
ENSG00000288774,ENSG00000288774,1,102
ENSG00000302406,ENSG00000302406,17,102
MIR3662,ENSG00000283409,1,102
RPL12P47,ENSG00000219222,1,102
ENSG00000280423,ENSG00000280423,1,102
CCDC162P,ENSG00000203799,46,102
ENSG00000299379,ENSG00000299379,3,102
ENSG00000302631,ENSG00000302631,2,102
CALHM6-AS1,ENSG00000244158,2,102
ABCB5,ENSG00000004846,38,102
ENSG00000298118,ENSG00000298118,2,102
RRM2P3,ENSG00000214018,1,102
ENSG00000287098,ENSG00000287098,2,102
ENSG00000254575,ENSG00000254575,3,102
ENSG00000253911,ENSG00000253911,2,102
MIR6847,ENSG00000284200,1,102
RN7SL350P,ENSG00000243254,1,102
NAT2,ENSG00000156006,11,102
ENSG00000299446,ENSG00000299446,3,102
ENSG00000285911,ENSG00000285911,3,102
TRIM77,ENSG00000214414,8,102
HEPHL1,ENSG00000181333,20,102
NARS2-AS1,ENSG00000255084,4,102
ENSG00000301744,ENSG00000301744,6,102
ENSG00000307667,ENSG00000307667,5,102
LINC02750,ENSG00000254518,37,102
ENSG00000297444,ENSG00000297444,2,102
ENSG00000299777,ENSG00000299777,3,102
ENSG00000309893,ENSG00000309893,3,102
ENSG00000305193,ENSG00000305193,6,102
ENSG00000290434,ENSG00000290434,14,102
TAS2R7,ENSG00000121377,1,102
ENSG00000294281,ENSG00000294281,2,102
KARS1P2,ENSG00000230371,1,102
ENSG00000297916,ENSG00000297916,2,102
ENSG00000287142,ENSG00000287142,2,102
ENSG00000300624,ENSG00000300624,3,102
ENSG00000308312,ENSG00000308312,4,102
LINC02204,ENSG00000280639,2,102
RN7SL796P,ENSG00000277031,1,102
RN7SL209P,ENSG00000240927,1,102
ENSG00000301058,ENSG00000301058,3,102
TPRKBP2,ENSG00000260452,1,102
HSD17B2,ENSG00000086696,23,102
SEPTIN9-DT,ENSG00000263718,17,102
RNA5SP460,ENSG00000252598,1,102
ENSG00000298287,ENSG00000298287,3,102
ENSG00000306824,ENSG00000306824,4,102
ENSG00000225181,ENSG00000225181,2,102
ENSG00000309600,ENSG00000309600,2,102
ENSG00000294980,ENSG00000294980,2,102
RPL34P34,ENSG00000236312,1,102
ZNF723,ENSG00000268696,4,102
ENSG00000278543,ENSG00000278543,1,102
ENSG00000279405,ENSG00000279405,2,102
DKKL1,ENSG00000104901,13,102
ENSG00000269161,ENSG00000269161,2,102
ENSG00000298942,ENSG00000298942,2,102
P2RX6P,ENSG00000206145,3,102
TPT1P1,ENSG00000234107,1,102
ENSG00000231080,ENSG00000231080,2,101
ENSG00000235152,ENSG00000235152,14,101
ENSG00000300731,ENSG00000300731,2,101
ENSG00000287259,ENSG00000287259,10,101
ENSG00000302445,ENSG00000302445,3,101
ENSG00000302746,ENSG00000302746,12,101
LINC01645,ENSG00000224968,17,101
ENSG00000307325,ENSG00000307325,13,101
ENSG00000276118,ENSG00000276118,1,101
FABP7P2,ENSG00000235129,1,101
ENSG00000296384,ENSG00000296384,8,101
VPS26AP1,ENSG00000240375,1,101
ENSG00000295297,ENSG00000295297,2,101
ENSG00000297629,ENSG00000297629,10,101
ENSG00000303161,ENSG00000303161,2,101
ENSG00000307499,ENSG00000307499,3,101
LINC02032,ENSG00000241131,44,101
LINC00690,ENSG00000233570,44,101
MIR8066,ENSG00000273882,1,101
ENSG00000301095,ENSG00000301095,3,101
ENSG00000253947,ENSG00000253947,2,101
ENSG00000273701,ENSG00000273701,1,101
YTHDF1P1,ENSG00000251389,1,101
LINC01950,ENSG00000251027,11,101
LINC01846,ENSG00000248901,17,101
ENSG00000301292,ENSG00000301292,6,101
ENSG00000302970,ENSG00000302970,2,101
ENSG00000304530,ENSG00000304530,2,101
ENSG00000306869,ENSG00000306869,3,101
RPL12P23,ENSG00000218716,1,101
ENSG00000202343,ENSG00000202343,1,101
ENSG00000219329,ENSG00000219329,1,101
SMIM15P2,ENSG00000270326,1,101
RPS12P14,ENSG00000216813,1,101
ENSG00000218520,ENSG00000218520,1,101
ENSG00000293908,ENSG00000293908,6,101
ENSG00000303476,ENSG00000303476,25,101
ENSG00000273444,ENSG00000273444,1,101
SPDYE20P,ENSG00000277327,5,101
ENSG00000234710,ENSG00000234710,26,101
ENSG00000234471,ENSG00000234471,3,101
ENSG00000244550,ENSG00000244550,15,101
AKR1B10,ENSG00000198074,27,101
KRT18P48,ENSG00000217889,1,101
ENSG00000212663,ENSG00000212663,2,101
MFN1P1,ENSG00000233874,1,101
ENSG00000301466,ENSG00000301466,2,101
ENSG00000304844,ENSG00000304844,2,101
MIR8055,ENSG00000276580,1,101
ENSG00000297751,ENSG00000297751,2,101
ENSG00000301237,ENSG00000301237,13,101
LINC02964,ENSG00000286122,13,101
ENSG00000291308,ENSG00000291308,1,101
ATP5F1AP8,ENSG00000234720,1,101
OR13C1P,ENSG00000235248,1,101
ENSG00000300910,ENSG00000300910,5,101
ENSG00000306516,ENSG00000306516,1,101
ENSG00000254630,ENSG00000254630,2,101
OR51Q1,ENSG00000167360,1,101
DEFB131B,ENSG00000225805,2,101
BTG4,ENSG00000137707,16,101
KRTAP5-5,ENSG00000185940,1,101
ST13P11,ENSG00000213368,1,101
TEX54,ENSG00000283268,1,101
ENSG00000300465,ENSG00000300465,1,101
ENSG00000307024,ENSG00000307024,19,101
ENSG00000309152,ENSG00000309152,10,101
RPS8P4,ENSG00000227437,1,101
RPL7P36,ENSG00000234109,1,101
ENSG00000286993,ENSG00000286993,6,101
ENSG00000302072,ENSG00000302072,1,101
ENSG00000302926,ENSG00000302926,4,101
LINC03088,ENSG00000257883,9,101
ENSG00000303642,ENSG00000303642,1,101
ENSG00000294757,ENSG00000294757,1,101
ACTG1P15,ENSG00000259904,1,101
ENSG00000275709,ENSG00000275709,1,101
MTND5P32,ENSG00000259379,1,101
ENSG00000304158,ENSG00000304158,2,101
ENSG00000285934,ENSG00000285934,5,101
HBZP1,ENSG00000206178,3,101
MIR940,ENSG00000284346,1,101
EIF5AP2,ENSG00000267679,3,101
RPL31P7,ENSG00000232083,1,101
H3P42,ENSG00000271626,1,101
RNY4P13,ENSG00000207011,1,101
ENSG00000267482,ENSG00000267482,1,101
ZFP3-DT,ENSG00000262693,2,101
RPL9P28,ENSG00000242067,1,101
ENSG00000310202,ENSG00000310202,3,101
ENSG00000266311,ENSG00000266311,8,101
ENSG00000273368,ENSG00000273368,1,101
ASNSP6,ENSG00000267333,2,101
ENSG00000300730,ENSG00000300730,9,101
ENSG00000302065,ENSG00000302065,2,101
LINC02970,ENSG00000273812,6,101
IDH3B-DT,ENSG00000228293,2,101
ENSG00000282732,ENSG00000282732,1,101
MIR181D,ENSG00000207585,1,101
ENSG00000261204,ENSG00000261204,1,101
ENSG00000299206,ENSG00000299206,28,101
LINC01533,ENSG00000267779,47,101
ENSG00000232897,ENSG00000232897,2,101
ENSG00000306112,ENSG00000306112,2,101
ENSG00000225330,ENSG00000225330,3,101
ENSG00000286594,ENSG00000286594,6,101
MTND5P1,ENSG00000227999,1,101
ENSG00000224014,ENSG00000224014,1,100
RNU2-70P,ENSG00000222650,1,100
ENSG00000297983,ENSG00000297983,2,100
ENSG00000282849,ENSG00000282849,7,100
ENSG00000295832,ENSG00000295832,4,100
RPL7AP82,ENSG00000228955,2,100
FOXI3,ENSG00000214336,2,100
H3P8,ENSG00000270915,1,100
ENSG00000296671,ENSG00000296671,14,100
ENSG00000299013,ENSG00000299013,3,100
ENSG00000290030,ENSG00000290030,7,100
ENSG00000299450,ENSG00000299450,2,100
ENSG00000298533,ENSG00000298533,2,100
ENSG00000236452,ENSG00000236452,2,100
H3P13,ENSG00000243977,1,100
RNU6-681P,ENSG00000200882,1,100
MTERF1P1,ENSG00000240097,1,100
ENSG00000296404,ENSG00000296404,16,100
LAPTM4BP2,ENSG00000271266,1,100
NDUFB5P1,ENSG00000251025,1,100
ENSG00000254164,ENSG00000254164,2,100
ENSG00000271715,ENSG00000271715,1,100
FGF10-AS1,ENSG00000248464,3,100
ENSG00000289912,ENSG00000289912,1,100
ENSG00000248943,ENSG00000248943,10,100
WBP1LP12,ENSG00000271530,1,100
RNVU1-33,ENSG00000200597,1,100
ENSG00000294884,ENSG00000294884,6,100
ENSG00000297054,ENSG00000297054,8,100
ENSG00000287519,ENSG00000287519,2,100
RNU6-979P,ENSG00000206623,1,100
ENSG00000300872,ENSG00000300872,1,100
ELDR,ENSG00000280890,27,100
CCL24,ENSG00000106178,14,100
ENSG00000310100,ENSG00000310100,4,100
ATP5F1AP7,ENSG00000241571,1,100
NUTF2P3,ENSG00000228248,1,100
RN7SKP87,ENSG00000200966,1,100
MIR181A2,ENSG00000207595,1,100
ENSG00000276730,ENSG00000276730,1,100
RPSAP76,ENSG00000235332,2,100
OR2K2,ENSG00000171133,3,100
LINC01502,ENSG00000237339,10,100
UBA52P6,ENSG00000215221,1,100
ENSG00000299478,ENSG00000299478,2,100
RNU6-1306P,ENSG00000202089,1,100
MS4A10,ENSG00000172689,8,100
ENSG00000280166,ENSG00000280166,1,100
ENSG00000225118,ENSG00000225118,1,100
ENSG00000282915,ENSG00000282915,2,100
TMEM161BP1,ENSG00000237970,1,100
RPS19P7,ENSG00000228462,1,100
ENSG00000288755,ENSG00000288755,4,100
ENSG00000294914,ENSG00000294914,9,100
ENSG00000306542,ENSG00000306542,4,100
ENSG00000287768,ENSG00000287768,18,100
SNORD59A,ENSG00000207031,1,100
ENSG00000250654,ENSG00000250654,2,100
ENSG00000258312,ENSG00000258312,8,100
ENSG00000203593,ENSG00000203593,3,100
ENSG00000308457,ENSG00000308457,2,100
ENSG00000307380,ENSG00000307380,2,100
ENSG00000260385,ENSG00000260385,1,100
RAC1P3,ENSG00000231404,1,100
ENSG00000274001,ENSG00000274001,1,100
ENSG00000302693,ENSG00000302693,3,100
SCOCP1,ENSG00000258896,1,100
ENSG00000271511,ENSG00000271511,1,100
MIR433,ENSG00000207569,1,100
PDLIM1P1,ENSG00000270788,1,100
ENSG00000305009,ENSG00000305009,3,100
ENSG00000301699,ENSG00000301699,4,100
ENSG00000270322,ENSG00000270322,1,100
ENSG00000259199,ENSG00000259199,11,100
ENSG00000260467,ENSG00000260467,6,100
RPS20P2,ENSG00000219274,2,100
MIR3180-5,ENSG00000264397,1,100
PDLIM1P2,ENSG00000265881,1,100
ENSG00000290698,ENSG00000290698,17,100
RN7SL426P,ENSG00000263815,1,100
ENSG00000291198,ENSG00000291198,31,100
SYNGR4,ENSG00000105467,11,100
SEPTIN7P8,ENSG00000229000,1,100
ENSG00000272396,ENSG00000272396,3,100
ENSG00000266990,ENSG00000266990,3,100
MXRA5Y,ENSG00000235649,4,100
TPTEP2-CSNK1E,ENSG00000283900,15,100
MIR186,ENSG00000207721,1,99
RPS3AP12,ENSG00000236804,1,99
ENSG00000275823,ENSG00000275823,1,99
ENSG00000294716,ENSG00000294716,3,99
ENSG00000306750,ENSG00000306750,9,99
ENSG00000176320,ENSG00000176320,9,99
ENSG00000302121,ENSG00000302121,11,99
SUPT4H1P1,ENSG00000226247,1,99
ENSG00000230696,ENSG00000230696,2,99
ZSWIM2,ENSG00000163012,11,99
ENSG00000286347,ENSG00000286347,2,99
CENPNP2,ENSG00000228615,3,99
IGKV1-5,ENSG00000243466,2,99
ENSG00000293966,ENSG00000293966,22,99
ENSG00000294015,ENSG00000294015,5,99
ENSG00000304390,ENSG00000304390,1,99
PGM5P4,ENSG00000225398,2,99
MRE11P1,ENSG00000242537,3,99
ENSG00000274732,ENSG00000274732,1,99
ENSG00000244706,ENSG00000244706,31,99
ENSG00000298712,ENSG00000298712,2,99
ENSG00000293259,ENSG00000293259,4,99
ENSG00000271172,ENSG00000271172,1,99
ENSG00000298937,ENSG00000298937,6,99
ENSG00000288659,ENSG00000288659,21,99
ASS1P9,ENSG00000217791,1,99
ENSG00000304942,ENSG00000304942,10,99
LINC02242,ENSG00000249736,5,99
ENSG00000300719,ENSG00000300719,9,99
RPSAP72,ENSG00000219361,1,99
HCG9P5,ENSG00000227758,1,99
ENSG00000243501,ENSG00000243501,8,99
ENSG00000237115,ENSG00000237115,1,99
ENSG00000299246,ENSG00000299246,5,99
ENSG00000305642,ENSG00000305642,1,99
ENSG00000233383,ENSG00000233383,1,99
ENSG00000294331,ENSG00000294331,1,99
TEX11,ENSG00000120498,34,99
RNU6-1189P,ENSG00000206685,1,99
ENSG00000300140,ENSG00000300140,17,99
ENSG00000303092,ENSG00000303092,2,99
ENSG00000304969,ENSG00000304969,14,99
ENSG00000305414,ENSG00000305414,1,99
ENSG00000306591,ENSG00000306591,21,99
NPAP1P4,ENSG00000236521,1,99
SNORD36C,ENSG00000252542,1,99
ENSG00000287070,ENSG00000287070,1,99
ENSG00000303278,ENSG00000303278,2,99
ENSG00000304072,ENSG00000304072,4,99
CDK2AP2P3,ENSG00000226020,1,99
OR52U1P,ENSG00000232381,1,99
SMIM35,ENSG00000255274,14,99
ENSG00000300339,ENSG00000300339,2,99
ENSG00000305064,ENSG00000305064,1,99
KSR1P1,ENSG00000229485,1,99
ENSG00000223027,ENSG00000223027,1,99
TSPAN9-IT1,ENSG00000256197,2,99
ENSG00000296658,ENSG00000296658,3,99
LINC02387,ENSG00000256232,8,99
ENSG00000307614,ENSG00000307614,4,99
ENSG00000309761,ENSG00000309761,8,99
FAM216B,ENSG00000179813,7,99
LINC02287,ENSG00000258499,2,99
SNORD113-9,ENSG00000201950,1,99
RPL7AP3,ENSG00000256243,1,99
ENSG00000178107,ENSG00000178107,8,99
RNA5SP392,ENSG00000252714,1,99
ENSG00000299108,ENSG00000299108,9,99
HMGN2P40,ENSG00000260602,1,99
ENSG00000279441,ENSG00000279441,1,99
